SNP	marker	chr	pos_cM	pos_bp
6_126804799	M4458	6	45.2	126804799
6_127351572	M4459	6	45.4	127351572
6_127852763	M4460	6	45.6	127852763
6_128205192	M4461	6	45.8	128205192
6_128523927	M4462	6	46	128523927
6_129033753	M4463	6	46.2	129033753
6_129569500	M4464	6	46.4	129569500
6_130137053	M4465	6	46.6	130137053
6_130815729	M4466	6	46.8	130815729
6_131348749	M4467	6	47	131348749
6_131949920	M4468	6	47.2	131949920
6_132524843	M4469	6	47.4	132524843
6_133147248	M4470	6	47.6	133147248
6_133754742	M4471	6	47.8	133754742
6_133936807	M4472	6	48	133936807
6_134078760	M4473	6	48.2	134078760
6_134222572	M4474	6	48.4	134222572
6_134365712	M4475	6	48.6	134365712
6_134508055	M4476	6	48.8	134508055
6_134591361	M4477	6	49	134591361
6_134816328	M4478	6	49.2	134816328
6_134961895	M4479	6	49.4	134961895
6_135102033	M4480	6	49.6	135102033
6_135243136	M4481	6	49.8	135243136
6_135484589	M4482	6	50	135484589
6_135762786	M4483	6	50.2	135762786
6_136332061	M4485	6	50.6	136332061
6_136604329	M4486	6	50.8	136604329
6_137041713	M4488	6	51.2	137041713
6_137298228	M4489	6	51.4	137298228
6_137556204	M4490	6	51.6	137556204
6_137823121	M4491	6	51.8	137823121
6_138141356	M4492	6	52	138141356
6_138459632	M4493	6	52.2	138459632
6_140120673	M4495	6	52.6	140120673
6_142018960	M4498	6	53.2	142018960
6_142450460	M4499	6	53.4	142450460
6_142863024	M4500	6	53.6	142863024
6_143302286	M4501	6	53.8	143302286
6_144130663	M4503	6	54.2	144130663
6_144718878	M4504	6	54.4	144718878
6_145181585	M4505	6	54.6	145181585
6_145490941	M4506	6	54.8	145490941
6_145800149	M4507	6	55	145800149
6_146745106	M4510	6	55.6	146745106
6_147164689	M4511	6	55.8	147164689
6_147566435	M4512	6	56	147566435
6_148084437	M4513	6	56.2	148084437
6_148615037	M4514	6	56.4	148615037
6_148887868	M4515	6	56.6	148887868
6_149119376	M4516	6	56.8	149119376
6_149367098	M4517	6	57	149367098
6_149633283	M4518	6	57.2	149633283
6_149824025	M4519	6	57.4	149824025
6_149956322	M4520	6	57.6	149956322
6_150418298	M4522	6	58	150418298
6_150582107	M4523	6	58.2	150582107
6_150930241	M4525	6	58.6	150930241
6_151101101	M4526	6	58.8	151101101
6_151269888	M4527	6	59	151269888
6_151568909	M4528	6	59.2	151568909
6_151988413	M4531	6	59.8	151988413
6_152091684	M4532	6	60	152091684
6_152190905	M4533	6	60.2	152190905
6_152294782	M4534	6	60.4	152294782
6_152487323	M4536	6	60.8	152487323
6_152636985	M4537	6	61	152636985
6_152697080	M4538	6	61.2	152697080
6_152929074	M4539	6	61.4	152929074
6_153171004	M4540	6	61.6	153171004
6_153293775	M4541	6	61.8	153293775
6_153415286	M4542	6	62	153415286
6_153538449	M4543	6	62.2	153538449
6_153665162	M4544	6	62.4	153665162
6_153788040	M4545	6	62.6	153788040
6_153932610	M4546	6	62.8	153932610
6_154054561	M4547	6	63	154054561
6_154160724	M4548	6	63.2	154160724
6_154281741	M4549	6	63.4	154281741
6_154398042	M4550	6	63.6	154398042
6_154530507	M4551	6	63.8	154530507
6_154654164	M4552	6	64	154654164
6_154797753	M4553	6	64.2	154797753
6_154918268	M4554	6	64.4	154918268
6_155060518	M4555	6	64.6	155060518
6_155188212	M4556	6	64.8	155188212
6_155317262	M4557	6	65	155317262
6_155437825	M4558	6	65.2	155437825
6_155567725	M4559	6	65.4	155567725
6_155665206	M4560	6	65.6	155665206
6_155787666	M4561	6	65.8	155787666
6_155909927	M4562	6	66	155909927
6_156152756	M4564	6	66.4	156152756
6_156269741	M4565	6	66.6	156269741
6_156391388	M4566	6	66.8	156391388
6_156658294	M4568	6	67.2	156658294
6_156792091	M4569	6	67.4	156792091
6_157009148	M4570	6	67.6	157009148
6_157053353	M4571	6	67.8	157053353
6_157176181	M4572	6	68	157176181
6_157292216	M4573	6	68.2	157292216
6_157420099	M4574	6	68.4	157420099
6_157544028	M4575	6	68.6	157544028
6_157668378	M4576	6	68.8	157668378
6_157790654	M4577	6	69	157790654
6_157914812	M4578	6	69.2	157914812
6_158221953	M4580	6	69.6	158221953
6_158285795	M4581	6	69.8	158285795
6_158409680	M4582	6	70	158409680
6_158532757	M4583	6	70.2	158532757
6_158610913	M4584	6	70.4	158610913
6_158705439	M4585	6	70.6	158705439
6_158825485	M4586	6	70.8	158825485
6_159120995	M4590	6	71.6	159120995
6_159212375	M4591	6	71.8	159212375
6_159315244	M4592	6	72	159315244
6_159407801	M4593	6	72.2	159407801
6_159500004	M4594	6	72.4	159500004
6_159597382	M4595	6	72.6	159597382
6_159779345	M4597	6	73	159779345
6_159918769	M4598	6	73.2	159918769
6_160057730	M4600	6	73.6	160057730
6_160150267	M4601	6	73.8	160150267
6_160241233	M4602	6	74	160241233
6_160282780	M4603	6	74.2	160282780
6_160426825	M4604	6	74.4	160426825
6_160619312	M4606	6	74.8	160619312
6_160674060	M4607	6	75	160674060
6_160694628	M4608	6	75.2	160694628
6_160715192	M4609	6	75.4	160715192
6_160736377	M4610	6	75.6	160736377
6_161120879	M4613	6	76.2	161120879
6_161229090	M4614	6	76.4	161229090
6_161371912	M4615	6	76.6	161371912
6_161511516	M4616	6	76.8	161511516
6_161749173	M4618	6	77.2	161749173
6_161886994	M4619	6	77.4	161886994
6_162225083	M4621	6	77.8	162225083
6_162321928	M4622	6	78	162321928
6_162462030	M4623	6	78.2	162462030
6_162576889	M4624	6	78.4	162576889
6_162628506	M4625	6	78.6	162628506
6_162688781	M4626	6	78.8	162688781
6_162747208	M4627	6	79	162747208
6_162805625	M4628	6	79.2	162805625
6_162844355	M4629	6	79.4	162844355
6_162922679	M4630	6	79.6	162922679
6_163158999	M4634	6	80.4	163158999
6_163180489	M4635	6	80.6	163180489
6_163276425	M4636	6	80.8	163276425
6_163350776	M4637	6	81	163350776
6_163394890	M4638	6	81.2	163394890
6_163451542	M4639	6	81.4	163451542
6_163506841	M4640	6	81.6	163506841
6_163564825	M4641	6	81.8	163564825
6_163748141	M4644	6	82.4	163748141
6_163806396	M4645	6	82.6	163806396
6_163867835	M4646	6	82.8	163867835
6_163924111	M4647	6	83	163924111
6_163982163	M4648	6	83.2	163982163
6_164039667	M4649	6	83.4	164039667
6_164151752	M4651	6	83.8	164151752
6_164209873	M4652	6	84	164209873
6_164267073	M4653	6	84.2	164267073
6_164325126	M4654	6	84.4	164325126
6_164434270	M4656	6	84.8	164434270
6_164493161	M4657	6	85	164493161
6_164563442	M4658	6	85.2	164563442
6_164621422	M4659	6	85.4	164621422
6_164688409	M4660	6	85.6	164688409
6_164754548	M4661	6	85.8	164754548
6_164810680	M4662	6	86	164810680
6_165033593	M4663	6	86.2	165033593
6_165378457	M4664	6	86.4	165378457
6_165730692	M4665	6	86.6	165730692
6_165771416	M4666	6	86.8	165771416
6_165812210	M4667	6	87	165812210
6_165853259	M4668	6	87.2	165853259
6_165894048	M4669	6	87.4	165894048
6_165918898	M4670	6	87.6	165918898
6_165986906	M4671	6	87.8	165986906
6_166027927	M4672	6	88	166027927
6_166068738	M4673	6	88.2	166068738
6_166109550	M4674	6	88.4	166109550
6_166150357	M4675	6	88.6	166150357
6_166191287	M4676	6	88.8	166191287
6_166231200	M4677	6	89	166231200
6_166271995	M4678	6	89.2	166271995
6_166312700	M4679	6	89.4	166312700
6_166353555	M4680	6	89.6	166353555
6_166435418	M4682	6	90	166435418
6_166476869	M4683	6	90.2	166476869
6_166568156	M4685	6	90.6	166568156
6_166608962	M4686	6	90.8	166608962
6_166649085	M4687	6	91	166649085
6_166669652	M4688	6	91.2	166669652
6_166732094	M4689	6	91.4	166732094
6_166774069	M4690	6	91.6	166774069
6_166814522	M4691	6	91.8	166814522
6_166854732	M4692	6	92	166854732
6_166896617	M4693	6	92.2	166896617
6_166938066	M4694	6	92.4	166938066
6_166978866	M4695	6	92.6	166978866
6_167090484	M4697	6	93	167090484
6_167118970	M4698	6	93.2	167118970
6_167163762	M4699	6	93.4	167163762
6_167241015	M4701	6	93.8	167241015
6_167368931	M4702	6	94	167368931
6_167532961	M4704	6	94.4	167532961
6_167624970	M4705	6	94.6	167624970
6_167715442	M4706	6	94.8	167715442
6_167809826	M4707	6	95	167809826
6_167901785	M4708	6	95.2	167901785
6_167959044	M4709	6	95.4	167959044
6_168026209	M4710	6	95.6	168026209
6_168068456	M4711	6	95.8	168068456
6_168113128	M4712	6	96	168113128
6_168198497	M4713	6	96.2	168198497
6_168217994	M4714	6	96.4	168217994
6_168292744	M4715	6	96.6	168292744
6_168367238	M4716	6	96.8	168367238
6_168444132	M4717	6	97	168444132
6_168476404	M4718	6	97.2	168476404
6_168507099	M4719	6	97.4	168507099
6_168537888	M4720	6	97.6	168537888
6_168568674	M4721	6	97.8	168568674
6_168599409	M4722	6	98	168599409
6_168630199	M4723	6	98.2	168630199
6_168660976	M4724	6	98.4	168660976
6_168691758	M4725	6	98.6	168691758
6_168722549	M4726	6	98.8	168722549
6_168736653	M4727	6	99	168736653
6_168767035	M4728	6	99.2	168767035
6_168820331	M4729	6	99.4	168820331
6_168851122	M4730	6	99.6	168851122
6_168883219	M4731	6	99.8	168883219
6_168914008	M4732	6	100	168914008
6_168944792	M4733	6	100.2	168944792
6_168975442	M4734	6	100.4	168975442
6_169100437	M4737	6	101	169100437
6_169158896	M4738	6	101.2	169158896
6_169303479	M4740	6	101.6	169303479
6_169401797	M4742	6	102	169401797
6_169464687	M4743	6	102.2	169464687
6_169527657	M4744	6	102.4	169527657
6_169588400	M4745	6	102.6	169588400
6_169711290	M4747	6	103	169711290
6_169771975	M4748	6	103.2	169771975
6_169853221	M4749	6	103.4	169853221
6_169926394	M4750	6	103.6	169926394
6_169957364	M4751	6	103.8	169957364
6_170026583	M4752	6	104	170026583
6_170091483	M4753	6	104.2	170091483
6_170146403	M4754	6	104.4	170146403
6_170216360	M4755	6	104.6	170216360
6_170277300	M4756	6	104.8	170277300
6_170341185	M4757	6	105	170341185
6_170376328	M4758	6	105.2	170376328
6_170454835	M4759	6	105.4	170454835
6_170499578	M4760	6	105.6	170499578
6_170615446	M4762	6	106	170615446
6_170677648	M4763	6	106.2	170677648
6_170739117	M4764	6	106.4	170739117
6_170872182	M4766	6	106.8	170872182
6_170911412	M4767	6	107	170911412
6_170964901	M4768	6	107.2	170964901
6_171017972	M4769	6	107.4	171017972
6_171072981	M4770	6	107.6	171072981
6_171128759	M4771	6	107.8	171128759
6_171181563	M4772	6	108	171181563
6_171672535	M4773	6	108.2	171672535
6_171968100	M4774	6	108.4	171968100
6_172199049	M4775	6	108.6	172199049
6_172440322	M4776	6	108.8	172440322
6_172655148	M4777	6	109	172655148
6_172832419	M4778	6	109.2	172832419
6_173108918	M4779	6	109.4	173108918
6_173258996	M4780	6	109.6	173258996
6_173383799	M4782	6	110	173383799
6_174033170	End6	6	112.081267277229	174033170
7_1	Start7	7	-5.62224540214109	1
7_1206243	M4794	7	1	1206243
7_1242673	M4795	7	1.2	1242673
7_1294304	M4796	7	1.4	1294304
7_1396498	M4798	7	1.8	1396498
7_1457019	M4799	7	2	1457019
7_1498519	M4800	7	2.2	1498519
7_1550340	M4801	7	2.4	1550340
7_1601910	M4802	7	2.6	1601910
7_1653531	M4803	7	2.8	1653531
7_1726191	M4804	7	3	1726191
7_1758427	M4805	7	3.2	1758427
7_1809164	M4806	7	3.4	1809164
7_1859457	M4807	7	3.6	1859457
7_1925481	M4808	7	3.8	1925481
7_1979240	M4809	7	4	1979240
7_2041721	M4810	7	4.2	2041721
7_2093358	M4811	7	4.4	2093358
7_2144214	M4812	7	4.6	2144214
7_2195977	M4813	7	4.8	2195977
7_2234305	M4814	7	5	2234305
7_2285934	M4815	7	5.2	2285934
7_2331228	M4816	7	5.4	2331228
7_2356013	M4817	7	5.6	2356013
7_2423210	M4818	7	5.8	2423210
7_2463184	M4819	7	6	2463184
7_2528563	M4820	7	6.2	2528563
7_2583811	M4821	7	6.4	2583811
7_2635433	M4822	7	6.6	2635433
7_2687511	M4823	7	6.8	2687511
7_2730971	M4824	7	7	2730971
7_2873098	M4828	7	7.8	2873098
7_2907819	M4829	7	8	2907819
7_2936889	M4830	7	8.2	2936889
7_2970844	M4831	7	8.4	2970844
7_3004804	M4832	7	8.6	3004804
7_3043528	M4833	7	8.8	3043528
7_3072744	M4834	7	9	3072744
7_3120711	M4835	7	9.2	3120711
7_3154659	M4836	7	9.4	3154659
7_3177964	M4837	7	9.6	3177964
7_3213453	M4838	7	9.8	3213453
7_3244547	M4839	7	10	3244547
7_3299456	M4840	7	10.2	3299456
7_3342649	M4841	7	10.4	3342649
7_3377083	M4842	7	10.6	3377083
7_3411031	M4843	7	10.8	3411031
7_3454420	M4844	7	11	3454420
7_3488373	M4845	7	11.2	3488373
7_3533251	M4846	7	11.4	3533251
7_3542817	M4847	7	11.6	3542817
7_3596241	M4848	7	11.8	3596241
7_3628000	M4849	7	12	3628000
7_3669079	M4850	7	12.2	3669079
7_3698590	M4851	7	12.4	3698590
7_3748534	M4852	7	12.6	3748534
7_3782488	M4853	7	12.8	3782488
7_3815342	M4854	7	13	3815342
7_3849705	M4855	7	13.2	3849705
7_3945423	M4857	7	13.6	3945423
7_3985331	M4859	7	14	3985331
7_4019373	M4860	7	14.2	4019373
7_4066927	M4861	7	14.4	4066927
7_4100887	M4862	7	14.6	4100887
7_4145531	M4864	7	15	4145531
7_4179486	M4865	7	15.2	4179486
7_4209657	M4866	7	15.4	4209657
7_4246333	M4867	7	15.6	4246333
7_4280087	M4868	7	15.8	4280087
7_4322847	M4869	7	16	4322847
7_4346429	M4870	7	16.2	4346429
7_4380786	M4871	7	16.4	4380786
7_4414741	M4872	7	16.6	4414741
7_4448695	M4873	7	16.8	4448695
7_4482653	M4874	7	17	4482653
7_4514591	M4875	7	17.2	4514591
7_4630033	M4877	7	17.6	4630033
7_4678398	M4878	7	17.8	4678398
7_4712542	M4879	7	18	4712542
7_4746496	M4880	7	18.2	4746496
7_4780455	M4881	7	18.4	4780455
7_4829100	M4882	7	18.6	4829100
7_4879217	M4883	7	18.8	4879217
7_4907653	M4884	7	19	4907653
7_4937453	M4885	7	19.2	4937453
7_4980893	M4886	7	19.4	4980893
7_5023671	M4888	7	19.8	5023671
7_5081047	M4889	7	20	5081047
7_5108798	M4890	7	20.2	5108798
7_5145462	M4891	7	20.4	5145462
7_5185811	M4892	7	20.6	5185811
7_5290310	M4895	7	21.2	5290310
7_5324519	M4896	7	21.4	5324519
7_5354119	M4897	7	21.6	5354119
7_5397260	M4898	7	21.8	5397260
7_5440000	M4899	7	22	5440000
7_5482595	M4900	7	22.2	5482595
7_5601108	M4901	7	22.4	5601108
7_5689729	M4903	7	22.8	5689729
7_5845534	M4907	7	23.6	5845534
7_5971225	M4910	7	24.2	5971225
7_6013640	M4911	7	24.4	6013640
7_6063613	M4912	7	24.6	6063613
7_6105560	M4913	7	24.8	6105560
7_6150915	M4914	7	25	6150915
7_6235921	M4915	7	25.2	6235921
7_6279921	M4916	7	25.4	6279921
7_6323786	M4917	7	25.6	6323786
7_6368657	M4918	7	25.8	6368657
7_6411750	M4919	7	26	6411750
7_6501191	M4921	7	26.4	6501191
7_6567533	M4922	7	26.6	6567533
7_6590885	M4923	7	26.8	6590885
7_6634443	M4924	7	27	6634443
7_6690634	M4925	7	27.2	6690634
7_6735844	M4926	7	27.4	6735844
7_6781034	M4927	7	27.6	6781034
7_6864452	M4929	7	28	6864452
7_6969512	M4930	7	28.2	6969512
7_7027404	M4931	7	28.4	7027404
7_7141416	M4932	7	28.6	7141416
7_7259632	M4933	7	28.8	7259632
7_7389732	M4934	7	29	7389732
7_7636843	M4936	7	29.4	7636843
7_7756014	M4937	7	29.6	7756014
7_7873396	M4938	7	29.8	7873396
7_7993392	M4939	7	30	7993392
7_8217729	M4942	7	30.6	8217729
7_8333226	M4943	7	30.8	8333226
7_8445996	M4944	7	31	8445996
7_8568172	M4945	7	31.2	8568172
7_8668406	M4946	7	31.4	8668406
7_8833099	M4947	7	31.6	8833099
7_8900210	M4948	7	31.8	8900210
7_9018168	M4949	7	32	9018168
7_9138843	M4950	7	32.2	9138843
7_9253988	M4951	7	32.4	9253988
7_9377683	M4952	7	32.6	9377683
7_9485274	M4953	7	32.8	9485274
7_9599983	M4954	7	33	9599983
7_9686945	M4955	7	33.2	9686945
7_9821458	M4956	7	33.4	9821458
7_9940617	M4957	7	33.6	9940617
7_10053861	M4958	7	33.8	10053861
7_10175054	M4959	7	34	10175054
7_10290092	M4960	7	34.2	10290092
7_10409167	M4961	7	34.4	10409167
7_10531591	M4962	7	34.6	10531591
7_10584900	M4963	7	34.8	10584900
7_10744185	M4964	7	35	10744185
7_10860792	M4965	7	35.2	10860792
7_10976263	M4966	7	35.4	10976263
7_11091081	M4967	7	35.6	11091081
7_11205466	M4968	7	35.8	11205466
7_11318819	M4969	7	36	11318819
7_11451867	M4970	7	36.2	11451867
7_11554005	M4971	7	36.4	11554005
7_11691497	M4972	7	36.6	11691497
7_11883978	M4973	7	36.8	11883978
7_11989271	M4974	7	37	11989271
7_12104618	M4975	7	37.2	12104618
7_12221693	M4976	7	37.4	12221693
7_12847182	M4981	7	38.4	12847182
7_12963962	M4982	7	38.6	12963962
7_13067644	M4983	7	38.8	13067644
7_13228051	M4984	7	39	13228051
7_13348726	M4985	7	39.2	13348726
7_13499850	M4986	7	39.4	13499850
7_13591284	M4987	7	39.6	13591284
7_13772447	M4988	7	39.8	13772447
7_13928484	M4989	7	40	13928484
7_14340434	M4991	7	40.4	14340434
7_14570060	M4992	7	40.6	14570060
7_14779346	M4993	7	40.8	14779346
7_15000786	M4994	7	41	15000786
7_15302782	M4995	7	41.2	15302782
7_15512394	M4996	7	41.4	15512394
7_15721247	M4997	7	41.6	15721247
7_15920024	M4998	7	41.8	15920024
7_16177375	M4999	7	42	16177375
7_16446752	M5000	7	42.2	16446752
7_16663252	M5001	7	42.4	16663252
7_17110409	M5003	7	42.8	17110409
7_17322568	M5004	7	43	17322568
7_17807697	M5006	7	43.4	17807697
7_18502303	M5008	7	43.8	18502303
7_19201687	M5009	7	44	19201687
7_19936656	M5010	7	44.2	19936656
7_20780762	M5011	7	44.4	20780762
7_21640120	M5013	7	44.8	21640120
7_22188556	M5014	7	45	22188556
7_22424499	M5015	7	45.2	22424499
7_22755766	M5016	7	45.4	22755766
7_23065106	M5017	7	45.6	23065106
7_24803802	M5019	7	46	24803802
7_25697305	M5020	7	46.2	25697305
7_26602502	M5021	7	46.4	26602502
7_27435303	M5022	7	46.6	27435303
7_28302606	M5023	7	46.8	28302606
7_29228505	M5024	7	47	29228505
7_30130656	M5025	7	47.2	30130656
7_31804035	M5027	7	47.6	31804035
7_32579215	M5028	7	47.8	32579215
7_35460758	M5029	7	48	35460758
7_39548243	M5030	7	48.2	39548243
7_40687696	M5031	7	48.4	40687696
7_41700198	M5032	7	48.6	41700198
7_85542282	M5034	7	49	85542282
7_87799563	M5035	7	49.2	87799563
7_91216841	M5036	7	49.4	91216841
7_95724528	M5037	7	49.6	95724528
7_100364005	M5038	7	49.8	100364005
7_101645281	M5039	7	50	101645281
7_103709672	M5040	7	50.2	103709672
7_105715641	M5041	7	50.4	105715641
7_107425248	M5042	7	50.6	107425248
7_108740550	M5043	7	50.8	108740550
7_110029855	M5044	7	51	110029855
7_110419229	M5045	7	51.2	110419229
7_110852553	M5046	7	51.4	110852553
7_111269922	M5047	7	51.6	111269922
7_111515181	M5048	7	51.8	111515181
7_111924724	M5049	7	52	111924724
7_112332789	M5050	7	52.2	112332789
7_113138083	M5052	7	52.6	113138083
7_113524877	M5053	7	52.8	113524877
7_113977613	M5054	7	53	113977613
7_114397866	M5055	7	53.2	114397866
7_114798063	M5056	7	53.4	114798063
7_115207742	M5057	7	53.6	115207742
7_115593972	M5058	7	53.8	115593972
7_116119202	M5059	7	54	116119202
7_116452101	M5060	7	54.2	116452101
7_116843662	M5061	7	54.4	116843662
7_117323988	M5062	7	54.6	117323988
7_117746885	M5063	7	54.8	117746885
7_118122574	M5064	7	55	118122574
7_118556599	M5065	7	55.2	118556599
7_118966905	M5066	7	55.4	118966905
7_119394144	M5067	7	55.6	119394144
7_119774238	M5068	7	55.8	119774238
7_120165575	M5069	7	56	120165575
7_120751933	M5070	7	56.2	120751933
7_121247148	M5071	7	56.4	121247148
7_121659198	M5072	7	56.6	121659198
7_122056183	M5073	7	56.8	122056183
7_122459171	M5074	7	57	122459171
7_122852537	M5075	7	57.2	122852537
7_123342768	M5076	7	57.4	123342768
7_123704649	M5077	7	57.6	123704649
7_124130030	M5078	7	57.8	124130030
7_125461970	M5081	7	58.4	125461970
7_125805639	M5082	7	58.6	125805639
7_126257180	M5083	7	58.8	126257180
7_126674841	M5084	7	59	126674841
7_127079703	M5085	7	59.2	127079703
7_127361421	M5086	7	59.4	127361421
7_127960530	M5087	7	59.6	127960530
7_128390641	M5088	7	59.8	128390641
7_128798318	M5089	7	60	128798318
7_129212716	M5090	7	60.2	129212716
7_130294915	M5093	7	60.8	130294915
7_130691791	M5094	7	61	130691791
7_131106543	M5095	7	61.2	131106543
7_131244034	M5096	7	61.4	131244034
7_131380477	M5097	7	61.6	131380477
7_131650239	M5099	7	62	131650239
7_131948119	M5101	7	62.4	131948119
7_132137407	M5102	7	62.6	132137407
7_132316379	M5103	7	62.8	132316379
7_132448679	M5104	7	63	132448679
7_132948176	M5105	7	63.2	132948176
7_133338973	M5106	7	63.4	133338973
7_133596847	M5107	7	63.6	133596847
7_133788008	M5109	7	64	133788008
7_134254004	M5112	7	64.6	134254004
7_134416245	M5113	7	64.8	134416245
7_134568979	M5114	7	65	134568979
7_134726415	M5115	7	65.2	134726415
7_134882989	M5116	7	65.4	134882989
7_135044286	M5117	7	65.6	135044286
7_135198183	M5118	7	65.8	135198183
7_135353121	M5119	7	66	135353121
7_135509358	M5120	7	66.2	135509358
7_135658537	M5121	7	66.4	135658537
7_135844698	M5122	7	66.6	135844698
7_135986228	M5123	7	66.8	135986228
7_136145173	M5124	7	67	136145173
7_136329738	M5125	7	67.2	136329738
7_136491484	M5126	7	67.4	136491484
7_136650625	M5127	7	67.6	136650625
7_136804701	M5128	7	67.8	136804701
7_136961780	M5129	7	68	136961780
7_137116244	M5130	7	68.2	137116244
7_137277653	M5131	7	68.4	137277653
7_137440995	M5132	7	68.6	137440995
7_137577787	M5133	7	68.8	137577787
7_137753072	M5134	7	69	137753072
7_137923133	M5135	7	69.2	137923133
7_138062897	M5136	7	69.4	138062897
7_138263254	M5137	7	69.6	138263254
7_138513455	M5138	7	69.8	138513455
7_138805743	M5139	7	70	138805743
7_139029250	M5140	7	70.2	139029250
7_139296214	M5141	7	70.4	139296214
7_139555206	M5142	7	70.6	139555206
7_143315160	M5150	7	72.2	143315160
7_143848272	M5151	7	72.4	143848272
7_144520082	M5152	7	72.6	144520082
7_145002234	M5154	7	73	145002234
7_145276755	M5155	7	73.2	145276755
7_145525610	M5156	7	73.4	145525610
7_145914696	M5157	7	73.6	145914696
7_146161444	M5158	7	73.8	146161444
7_146401082	M5159	7	74	146401082
7_146618549	M5160	7	74.2	146618549
7_146885733	M5161	7	74.4	146885733
7_147122711	M5162	7	74.6	147122711
7_147368412	M5163	7	74.8	147368412
7_147600640	M5164	7	75	147600640
7_147781366	M5165	7	75.2	147781366
7_147875501	M5166	7	75.4	147875501
7_147969514	M5167	7	75.6	147969514
7_148065551	M5168	7	75.8	148065551
7_148159012	M5169	7	76	148159012
7_148282481	M5170	7	76.2	148282481
7_148492562	M5171	7	76.4	148492562
7_148780958	M5172	7	76.6	148780958
7_149060666	M5173	7	76.8	149060666
7_149266480	M5174	7	77	149266480
7_149479056	M5175	7	77.2	149479056
7_149699621	M5176	7	77.4	149699621
7_149892547	M5177	7	77.6	149892547
7_150117127	M5178	7	77.8	150117127
7_150536930	M5180	7	78.2	150536930
7_150741012	M5181	7	78.4	150741012
7_150967037	M5182	7	78.6	150967037
7_151210214	M5183	7	78.8	151210214
