sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2
HILO338	HILO338_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO338_L009_1.fq.gz	HILO338_L009_2.fq.gz
HILO339	HILO339_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO339_L009_1.fq.gz	HILO339_L009_2.fq.gz
HILO340	HILO340_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO340_L009_1.fq.gz	HILO340_L009_2.fq.gz
HILO341	HILO341_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO341_L009_1.fq.gz	HILO341_L009_2.fq.gz
HILO342	HILO342_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO342_L009_1.fq.gz	HILO342_L009_2.fq.gz
HILO343	HILO343_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO343_L009_1.fq.gz	HILO343_L009_2.fq.gz
HILO344	HILO344_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO344_L009_1.fq.gz	HILO344_L009_2.fq.gz
HILO345	HILO345_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO345_L009_1.fq.gz	HILO345_L009_2.fq.gz
HILO346	HILO346_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO346_L009_1.fq.gz	HILO346_L009_2.fq.gz
HILO347	HILO347_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO347_L009_1.fq.gz	HILO347_L009_2.fq.gz
HILO348	HILO348_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO348_L009_1.fq.gz	HILO348_L009_2.fq.gz
HILO349	HILO349_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO349_L009_1.fq.gz	HILO349_L009_2.fq.gz
HILO350	HILO350_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO350_L009_1.fq.gz	HILO350_L009_2.fq.gz
HILO351	HILO351_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO351_L009_1.fq.gz	HILO351_L009_2.fq.gz
HILO352	HILO352_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO352_L009_1.fq.gz	HILO352_L009_2.fq.gz
HILO353	HILO353_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO353_L009_1.fq.gz	HILO353_L009_2.fq.gz
HILO354	HILO354_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO354_L009_1.fq.gz	HILO354_L009_2.fq.gz
HILO355	HILO355_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO355_L009_1.fq.gz	HILO355_L009_2.fq.gz
HILO356	HILO356_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO356_L009_1.fq.gz	HILO356_L009_2.fq.gz
HILO357	HILO357_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO357_L009_1.fq.gz	HILO357_L009_2.fq.gz
HILO358	HILO358_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO358_L009_1.fq.gz	HILO358_L009_2.fq.gz
HILO359	HILO359_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO359_L009_1.fq.gz	HILO359_L009_2.fq.gz
HILO360	HILO360_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO360_L009_1.fq.gz	HILO360_L009_2.fq.gz
HILO361	HILO361_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO361_L009_1.fq.gz	HILO361_L009_2.fq.gz
HILO362	HILO362_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO362_L009_1.fq.gz	HILO362_L009_2.fq.gz
HILO363	HILO363_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO363_L009_1.fq.gz	HILO363_L009_2.fq.gz
