 RI_ACCESSION , GENUS        , SPECIES      , ACP          , ACNO         , ACCID        , GEOCTY       , GEOSTA       , LAT          , LON          , ACELLO       , LOCALITY     , PEDIGREE     , SAMPSTAT     , SOURCE       , KERNELS      , NOTES        , FLAG         ,,,,,,,,,
RIMMA0797,Zea,mays subsp. mays,,,,,,17.3007,,,Tepitongo,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

RIMMA0798,Zea,mays subsp. mays,,,,,,17.2472,,,Moctum,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

RIMMA0799,Zea,mays subsp. mays,,,,United States,,,,,,,,Mumm,,PHG39         Pioneer Hi,Bred International     Maize Amargo/Stiff Stalk Synthetic; B37/B14 type \ ,,,,,,,,,

RIMMA0800,Zea,mays subsp. mays,,,,United States,,,,,,,,Mumm,,LH82            Holden Foundation Seeds          Pioneer Hybrid 3358\ ,,,,,,,,,,

RIMMA0801,Zea,mays subsp. mays,,,,United States,,,,,,,,Mumm,,PHG35         Pioneer Hi,Bred International     Oh07,Midland/Iodent\ ,,,,,,,,

RIMMA0802,Zea,mays subsp. mays,,,,United States,,,,,,,,Mumm,,LH123          Holden Foundation Seeds          Pioneer Hybrid 3535\ ,,,,,,,,,,

RIMMA0803,Zea,mays subsp. mays,,,,United States,,,,,,,,Mumm,,PHJ40          Pioneer Hi,Bred International     Stiff Stalk Synthetic\ ,,,,,,,,,

RIMMA0804,Zea,mays subsp. mays,,,,United States,,,,,,,,Mumm,,PHG84         Pioneer Hi,Bred International     Oh07,Midland/PH848\ ,,,,,,,,

RIMMA0805,Zea,mays subsp. mays,,,,United States,,,,,,,,Mumm,,PHG47         Pioneer Hi,Bred International     Oh43\ ,,,,,,,,,

RIMMA0806,Zea,mays subsp. mays,,,,United States,,,,,,,,Mumm,,LH1              Holden Foundation Seeds          Stiff Stalk Synthetic; B37 type\ ,,,,,,,,,,

RIMMA0807,Zea,mays subsp. mays,,,,United States,,,,,,,,Mumm,,PHZ51         Pioneer Hi,Bred International      Oh07,Midland/PH848  \ ,,,,,,,,

RIMMA0808,Zea,mays subsp. mays,,,,United States,,,,,,,,Mumm,,B73              None (Public)                              Stiff Stalk Synthetic\ ,,,,,,,,,,

RIMMA0809,Zea,mays subsp. mays,,,,United States,,,,,,,,Mumm,,Mo17            None (Public)                              Lancaster\ ,,,,,,,,,,

RIMMA0810,Zea,mays subsp. mays,,,,United States,,,,,,,,Mumm,,PH207          Pioneer Hi,Bred International     Iodent,,,,,,,,,

RIMMA0811,Zea,mays subsp. mays,,,,United States,,,,,,,Mutant,Velasco,,Tunicate mutant from Plant Sciences field day.  Red glumes.,,,,,,,,,,

RIMMA0812,Zea,mays subsp. mays,Ames,8399,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0813,Zea,mays subsp. mays,Ames,10248,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0814,Zea,mays subsp. mays,Ames,12729,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0815,Zea,mays subsp. mays,Ames,12731,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0816,Zea,mays subsp. mays,Ames,12732,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0817,Zea,mays subsp. mays,Ames,12734,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0818,Zea,mays subsp. mays,Ames,12735,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0819,Zea,mays subsp. mays,Ames,18999,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0820,Zea,mays subsp. mays,Ames,19000,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0821,Zea,mays subsp. mays,Ames,19314,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0822,Zea,mays subsp. mays,Ames,19316,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0823,Zea,mays subsp. mays,Ames ,19328,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0824,Zea,mays subsp. mays,Ames,22440,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0825,Zea,mays subsp. mays,Ames,22763,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0826,Zea,mays subsp. mays,Ames,23405,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0827,Zea,mays subsp. mays,Ames ,23503,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0828,Zea,mays subsp. mays,Ames,24575,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0829,Zea,mays subsp. mays,Ames,24576,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0830,Zea,mays subsp. mays,Ames,24577,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0831,Zea,mays subsp. mays,Ames,24989,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0832,Zea,mays subsp. mays,Ames,27038,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0833,Zea,mays subsp. mays,Ames,27050,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0834,Zea,mays subsp. mays,Ames,27064,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0835,Zea,mays subsp. mays,Ames,27065,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0836,Zea,mays subsp. mays,Ames,27068,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0837,Zea,mays subsp. mays,Ames,27069,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0838,Zea,mays subsp. mays,Ames,27071,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0839,Zea,mays subsp. mays,Ames,27072,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0840,Zea,mays subsp. mays,Ames,27074,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0841,Zea,mays subsp. mays,Ames,27076,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0842,Zea,mays subsp. mays,Ames,27078,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0843,Zea,mays subsp. mays,Ames,27079,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0844,Zea,mays subsp. mays,Ames,27080,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0845,Zea,mays subsp. mays,Ames,27082,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0846,Zea,mays subsp. mays,Ames,27083,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0847,Zea,mays subsp. mays,Ames,27084,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0848,Zea,mays subsp. mays,Ames,27085,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0849,Zea,mays subsp. mays,Ames,27086,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0850,Zea,mays subsp. mays,Ames,27087,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0851,Zea,mays subsp. mays,Ames,27089,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0852,Zea,mays subsp. mays,Ames,27090,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0853,Zea,mays subsp. mays,Ames,27091,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0854,Zea,mays subsp. mays,Ames ,27092,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0855,Zea,mays subsp. mays,Ames,27093,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0856,Zea,mays subsp. mays,Ames,27094,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0857,Zea,mays subsp. mays,Ames,27095,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0858,Zea,mays subsp. mays,Ames,27097,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0859,Zea,mays subsp. mays,Ames,27098,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0860,Zea,mays subsp. mays,Ames,27099,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0861,Zea,mays subsp. mays,Ames,27100,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0862,Zea,mays subsp. mays,Ames,27102,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0863,Zea,mays subsp. mays,Ames,27106,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0864,Zea,mays subsp. mays,Ames,27107,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0865,Zea,mays subsp. mays,Ames,27108,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0866,Zea,mays subsp. mays,Ames,27110,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0867,Zea,mays subsp. mays,Ames,27111,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0868,Zea,mays subsp. mays,Ames,27112,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0869,Zea,mays subsp. mays,Ames,27113,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0870,Zea,mays subsp. mays,Ames,27114,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0871,Zea,mays subsp. mays,Ames,27115,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0872,Zea,mays subsp. mays,Ames,27116,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0873,Zea,mays subsp. mays,Ames,27117,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0874,Zea,mays subsp. mays,Ames,27119,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0875,Zea,mays subsp. mays,Ames,27120,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0876,Zea,mays subsp. mays,Ames,27125,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0877,Zea,mays subsp. mays,Ames,27126,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0878,Zea,mays subsp. mays,Ames,27129,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0879,Zea,mays subsp. mays,Ames,27132,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0880,Zea,mays subsp. mays,Ames,27135,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0881,Zea,mays subsp. mays,Ames,27138,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0882,Zea,mays subsp. mays,Ames,27140,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0883,Zea,mays subsp. mays,Ames,27141,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0884,Zea,mays subsp. mays,Ames,27143,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0885,Zea,mays subsp. mays,Ames,27144,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0886,Zea,mays subsp. mays,Ames,27145,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0887,Zea,mays subsp. mays,Ames,27146,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0888,Zea,mays subsp. mays,Ames,27147,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0889,Zea,mays subsp. mays,Ames,27148,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0890,Zea,mays subsp. mays,Ames,27149,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0891,Zea,mays subsp. mays,Ames,27151,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0892,Zea,mays subsp. mays,Ames,27153,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0893,Zea,mays subsp. mays,Ames,27155,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0894,Zea,mays subsp. mays,Ames,27156,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0895,Zea,mays subsp. mays,Ames,27158,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0896,Zea,mays subsp. mays,Ames,27159,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0897,Zea,mays subsp. mays,Ames,27160,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0898,Zea,mays subsp. mays,Ames,27164,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0899,Zea,mays subsp. mays,Ames,27165,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0900,Zea,mays subsp. mays,Ames,27166,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0901,Zea,mays subsp. mays,Ames,27167,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0902,Zea,mays subsp. mays,Ames,27168,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0903,Zea,mays subsp. mays,Ames,27169,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0904,Zea,mays subsp. mays,Ames,27170,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0905,Zea,mays subsp. mays,Ames,27172,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0906,Zea,mays subsp. mays,Ames,27173,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0907,Zea,mays subsp. mays,Ames,27174,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0908,Zea,mays subsp. mays,Ames,27176,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0909,Zea,mays subsp. mays,Ames,27177,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0910,Zea,mays subsp. mays,Ames,27178,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0911,Zea,mays subsp. mays,Ames,27179,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0912,Zea,mays subsp. mays,Ames,27180,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0913,Zea,mays subsp. mays,Ames,27183,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0914,Zea,mays subsp. mays,Ames,27185,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0915,Zea,mays subsp. mays,Ames,27188,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0916,Zea,mays subsp. mays,Ames,27189,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0917,Zea,mays subsp. mays,Ames,27190,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0918,Zea,mays subsp. mays,Ames,27191,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0919,Zea,mays subsp. mays,Ames,27192,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0920,Zea,mays subsp. mays,Ames,27196,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0921,Zea,mays subsp. mays,Ames,27258,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0922,Zea,mays subsp. mays,Ames,27259,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0923,Zea,mays subsp. mays,Ames,27260,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0924,Zea,mays subsp. mays,Ames,27261,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0925,Zea,mays subsp. mays,Ames,28185,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0926,Zea,mays subsp. mays,Ames,28291,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0927,Zea,mays subsp. mays,Ames,28364,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0928,Zea,mays subsp. mays,Ames,28365,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0929,Zea,mays subsp. mays,Ames,28366,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0930,Zea,mays subsp. mays,Ames,28939,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0931,Zea,mays subsp. mays,Ames,31534,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0932,Zea,mays subsp. mays,NSL,22893,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0933,Zea,mays subsp. mays,NSL,22894,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0934,Zea,mays subsp. mays,NSL,53083,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0935,Zea,mays subsp. mays,NSL,53094,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0936,Zea,mays subsp. mays,NSL,75979,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0937,Zea,mays subsp. mays,NSL,242484,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0938,Zea,mays subsp. mays,PI,257507,,,,,,,,,Breeder's line,USDA,,F7,,,,,,,,,,

RIMMA0939,Zea,mays subsp. mays,PI,506247,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0940,Zea,mays subsp. mays,PI,506248,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0941,Zea,mays subsp. mays,PI,506253,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0942,Zea,mays subsp. mays,PI,506255,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0943,Zea,mays subsp. mays,PI,517974,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0944,Zea,mays subsp. mays,PI,520774,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0945,Zea,mays subsp. mays,PI,524969,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0946,Zea,mays subsp. mays,PI,531084,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0947,Zea,mays subsp. mays,PI,531085,,,,,,,,,Breeder's line,USDA,,NC262,,,,,,,,,,

RIMMA0948,Zea,mays subsp. mays,PI,540745,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0949,Zea,mays subsp. mays,PI,540747,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0950,Zea,mays subsp. mays,PI,550522,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0951,Zea,mays subsp. mays,PI,550555,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0952,Zea,mays subsp. mays,PI,550558,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0953,Zea,mays subsp. mays,PI,550566,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0954,Zea,mays subsp. mays,PI,573098,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0955,Zea,mays subsp. mays,PI,583350,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0956,Zea,mays subsp. mays,PI,583351,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0957,Zea,mays subsp. mays,PI,583352,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0958,Zea,mays subsp. mays,PI,587127,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0959,Zea,mays subsp. mays,PI,587130,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0960,Zea,mays subsp. mays,PI,587132,,,,,,,,,Breeder's line,USDA,,Sg 1533,,,,,,,,,,

RIMMA0961,Zea,mays subsp. mays,PI,587135,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0962,Zea,mays subsp. mays,PI,587142,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0963,Zea,mays subsp. mays,PI,587143,,,,,,,,,Breeder's line,USDA,,A682,,,,,,,,,,

RIMMA0964,Zea,mays subsp. mays,PI,587144,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0965,Zea,mays subsp. mays,PI,587151,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0966,Zea,mays subsp. mays,PI,592734,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0967,Zea,mays subsp. mays,PI,594046,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0968,Zea,mays subsp. mays,PI,594047,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0969,Zea,mays subsp. mays,PI,594048,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0970,Zea,mays subsp. mays,PI,595534,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0971,Zea,mays subsp. mays,PI,595542,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0972,Zea,mays subsp. mays,PI,595544,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0973,Zea,mays subsp. mays,PI,595565,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0974,Zea,mays subsp. mays,PI,597927,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0975,Zea,mays subsp. mays,PI,606329,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0976,Zea,mays subsp. mays,PI,606330,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0977,Zea,mays subsp. mays,PI,606768,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0978,Zea,mays subsp. mays,PI,607521,,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0979,Zea,mays subsp. mays,,,,,,,,,,,Mutant,Stock Center,,15K;  CENPC mutant: UFMu,1447,>insertion 5' of CENPC2; see http://www.maizegdb.org/documentation/uniformmu/ for information on UFmu lines,,,,,,,,

RIMMA0980,Zea,mays subsp. mays,,,,,,,,,,,Mutant,Stock Center,,15K; CENPC mutant: UFMu,1433,>insertion 5' of CENPC2 (unclear if different insertion from UFMu,01447?); see http://www.maizegdb.org/documentation/uniformmu/ for information on UFmu lines,,,,,,,

RIMMA0981,Zea,mays subsp. mays,,,,,,,,,,,Mutant,Stock Center,,15K; CENH3 mutant: UFMu,1386,> insertion 5' of CENH3; see http://www.maizegdb.org/documentation/uniformmu/ for information on UFmu lines,,,,,,,,

RIMMA0982,Zea,mays subsp. mays,,,,,,,,,,,Mutant,Stock Center,,15K; CENPC mutant: UFMu,1150,> insertion 5' of CENPC1 (appears to be same insertion as UFMu,00457); see http://www.maizegdb.org/documentation/uniformmu/ for information on UFmu lines,,,,,,,

RIMMA0983,Zea,mays subsp. mays,,,,,,,,,,,Mutant,Stock Center,,CENPC mutant: \ \ see http://www.maizegdb.org/documentation/uniformmu/ for information on UFmu lines,,,,,,,,,,

RIMMA0984,Zea,mays subsp. mays,,,,,,,,,,,Mutant,U. Oregon,,"NOTE: MAY BE LABELLED 983\ \ CENPC mutant: mu insertion in intron of CENPC2\ \ ear #R110-8 selfed, 15K\ \ mu-illumina_55988.2\ \ see http://teosinte.uoregon.edu/mu-illumina/index.php?mu=mu-illumina_55988.2 for information ",,,,,,,,,,

RIMMA0985,zea,mays subsp. mays,PI,60138,,,,,,,United States,,Breeder's line,USDA,,"200 ct, tetraploid",,,,,,,,,,

RIMMA0986,Zea,mays subsp. mays,PI,601329,,,,,,,United States,,Breeder's line,USDA,,"200ct, tetraploid",,,,,,,,,,

RIMMA0987 ,Zea,mays subsp. mays,PI,601330,,,,,,,United States,,Breeder's line,USDA,,"100ct, tetraploid",,,,,,,,,,

RIMMA0988,Zea,mays subsp. mays,PI,601332,,,,,,,United States,,Breeder's line,USDA,,"100ct, tetraploid",,,,,,,,,,

RIMMA0989,Zea,mays subsp. mays,PI,601271,,,,,,,United States,,Breeder's line,USDA,,"100ct, tetraploid",,,,,,,,,,

RIMMA0990,Zea,mays subsp. mays,PI,601272,,,,,,,United States,,Breeder's line,USDA,,"200ct, tetraploid",,,,,,,,,,

RIMMA0991,Zea,mays subsp. mays,PI,601273,,,,,,,United States,,Breeder's line,USDA,,"200ct, tetraploid",,,,,,,,,,

RIMMA0992,Zea,mays subsp. mays,PI,601274,,,,,,,United States,,Breeder's line,USDA,,"200ct, tetraploid",,,,,,,,,,

RIMMA0993,Zea,mays subsp. mays,PI,601275,,,,,,,United States,,Breeder's line,USDA,,"100ct, tetraploid",,,,,,,,,,

RIMMA0994,Zea ,mays subsp. mays,PI,601276,,,,,,,United States,,Breeder's line,USDA,,"200ct, tetraploid",,,,,,,,,,

RIMMA0995,Zea,mays subsp. mays,PI,601323,,,,,,,United States,,Breeder's line,USDA,,"200ct, tetraploid",,,,,,,,,,

RIMMA0996,Zea,mays subsp. mays,PI,601324,,,,,,,United States,,Breeder's line,USDA,,"100ct, tetraploid",,,,,,,,,,

RIMMA0997,Zea,mays subsp. mays,PI,601325,,,,,,,United States,,Breeder's line,USDA,,"200ct, tetraploid",,,,,,,,,,

RIMMA0998,Zea,mays subsp. mays,,,,,,,,,United States,,,Birchler,,fast maze. presumably Gaspe Flint background.  5k total. 60 days seed,to,seed,,,,,,,,

RIMMA0999,Zea,mays subsp. mays,,,,,,,,,,,,flint,garcia,,MRI (Aragnito)\ IOWN 1199,,,,,,,,,

RIMMA1000,Zea,mays subsp. mays,,,,,,,,,,,,flint,garcia,,MR8(Costeno) \ IOWN 1213\ ,,,,,,,,,

RIMMA1001,Zea,mays subsp. mays,,,,,,,,,,,,flint,garcia,,MR25(Poropo)\ IOWN 1242,,,,,,,,,

RIMMA1002,Zea,mays subsp. mays,,,,,,,,,,,,Birchler,,Fast,Flowering Mini,Maize\ 0 seeds,,,,,,,,

RIMMA1003,Zea,mays subsp. mays,PI,357127,,,,,,,,PI 357127,1,1,1,1 \ ,,Murray,,L: UCD t: JRI plot: 4\ CS12,BMS,9,1\ 50 seeds,,,

RIMMA1004,Zea,mays subsp. mays,PI,357127,,,,,,,,PI 357127,1,1,1,B15,,Murrary,,L: UCD t: JRI plot: 3\ CS12,BMS,9,B15\ 50 seeds,,,

RIMMA1005,Zea,mays subsp. mays,PI,390554,,,,,,,,PI 390554,1,1,B,B2,1\ \ ,,,,L: UCD t: JRI plot: 2\ CS12,BMS,11,1\ 50 seeds,,

RIMMA1006,Zea,mays subsp. mays,PI,390554,,,,,,,,PI 390554,1,1,B,B2,B2,,Murray,,CS12,BMS,11,BL\ L: UCD t: JRI plot: 1\ 50 seeds,,

